iso,glottocode,language_name,glotto_level,macroarea,latitude,longitude,dist2ocean,dist2lakes,dist2rivers,dist2water,climate_PC1,climate_PC2,log_popSize,altitude,longitude_original,family_code,family
rmo,sint1235,Sinte Romani,language,Eurasia,47.5,16.5,281147,2904,33005,2904,-5.082,-1.905,10.342,325,16.5,indo1319,Indo-European
srx,sirm1239,Sirmauri,language,Eurasia,31.1,77.17,956062,37428,12585,12585,-2.373,-1.219,12.899,1844,77.17,indo1319,Indo-European
siy,siva1239,Sivandi,language,Eurasia,30.08,52.92,220135,23512,61955,23512,-5.247,1.676,8.858,1820,52.92,indo1319,Indo-European
skw,skep1238,Skepi Creole Dutch,language,South America,6.05191,301.4374,41233,29734,2363,2363,2.934,-0.801,0,60,-58.5626,indo1319,Indo-European
svm,slav1254,Slavomolisano,language,Eurasia,41.89,14.7,11866,18400,15303,11866,-3.566,-1.388,6.908,297,14.7,indo1319,Indo-European
slv,slov1268,Slovenian,language,Eurasia,46.2543,14.7766,92283,11307,9491,9491,-4.916,-3.554,14.364,704,14.7766,indo1319,Indo-European
slk,slov1269,Slovak,language,Eurasia,48.545705,18.78479,486796,7882,1895,1895,-5.275,-2.262,15.344,418,18.78479,indo1319,Indo-European
soj,soii1239,Soi,language,Eurasia,31.8542,54.5964,467714,152720,270860,152720,-4.688,2.81,8.858,1313,54.5964,indo1319,Indo-European
soi,sonh1238,Sonha,language,Eurasia,28.77817,81.21849,982688,6952,6952,6952,-0.487,1.44,9.596,657,81.21849,indo1319,Indo-European
sqo,sork1239,Sorkhei,language,Eurasia,35.45652,53.21897,132565,40499,104678,40499,-4.894,1.943,9.21,1153,53.21897,indo1319,Indo-European
sdh,sout2640,Southern Kurdish,language,Eurasia,32.8977,46.5976,312636,49263,36719,36719,-3.685,3.491,14.914,210,46.5976,indo1319,Indo-European
bcc,sout2642,Southern Balochi,language,Eurasia,26,64,31004,117786,78471,31004,-3.071,2.653,14.834,548,64,indo1319,Indo-European
fay,sout2645,Fars Dialects,language,Eurasia,29.746,52.267,147510,17469,29329,17469,-5.549,1.009,11.513,2327,52.267,indo1319,Indo-European
luz,sout2647,Southern Luri,language,Eurasia,30.4669,50.8382,79286,20024,84130,20024,-5.297,1.332,13.682,1430,50.8382,indo1319,Indo-European
pbt,sout2649,Southern Pashto,language,Eurasia,37.17,68.25,1269181,17835,7866,7866,-4.796,1.892,15.607,338,68.25,indo1319,Indo-European
hnd,sout2668,Southern Hindko,language,Eurasia,33.2122,72.1702,989308,18308,5999,5999,-2.852,3.031,13.346,319,72.1702,indo1319,Indo-European
psh,sout2671,Southwest Pashayi,language,Eurasia,34.8478,69.8734,1058221,24948,24948,24948,-6.276,-3.054,11.513,2558,69.8734,indo1319,Indo-European
psi,sout2672,Southeast Pashayi,language,Eurasia,34.43099,70.30351,1028116,3813,8218,3813,-3.966,2.158,12.101,959,70.30351,indo1319,Indo-European
srn,sran1240,Sranan Tongo,language,South America,5.83,304.67,21278,11749,8270,8270,2.459,0.13,11.695,4,-55.33,indo1319,Indo-European
spa,stan1288,Spanish,language,Eurasia,40.4414,-1.11788,97908,10580,103698,10580,-5.014,-1.856,17.213,1119,-1.11788,indo1319,Indo-European
cat,stan1289,Catalan,language,Eurasia,41.453,1.569,26809,29034,28815,26809,-3.883,-1.797,15.746,507,1.569,indo1319,Indo-European
fra,stan1290,French,language,Eurasia,48,2,205720,6333,9634,6333,-4.471,-2.522,17.795,130,2,indo1319,Indo-European
eng,stan1293,English,language,Eurasia,53,-1,65072,1405,1405,1405,-4.138,-2.7,17.879,57,-1,indo1319,Indo-European
deu,stan1295,German,language,Eurasia,48.649,12.4676,316967,3688,3688,3688,-4.847,-2.701,18.137,441,12.4676,indo1319,Indo-European
lvs,stan1325,Standard Latvian,dialect,Eurasia,57,24,7538,4043,4043,4043,-5.752,-3.249,13.989,0,24,indo1319,Indo-European
sjp,surj1235,Surjapuri,language,Eurasia,25.686,85.792,447380,30318,17231,17231,-1.096,2.616,14.014,52,85.792,indo1319,Indo-European
swg,swab1242,Swabian,language,Eurasia,49.3879,7.12775,322198,8576,19439,8576,-4.444,-2.772,13.616,386,7.12775,indo1319,Indo-European
swe,swed1254,Swedish,language,Eurasia,59.800634,17.389526,45665,9589,14428,9589,-5.801,-3.062,15.895,40,17.389526,indo1319,Indo-European
gsw,swis1247,Swiss German,language,Eurasia,47.0516,8.46419,295266,3424,8745,3424,-4.134,-3.75,15.35,691,8.46419,indo1319,Indo-European
syl,sylh1242,Sylheti,language,Eurasia,24.83724,92.25347,253274,20007,28807,20007,2.221,-0.661,15.761,27,92.25347,indo1319,Indo-European
tgk,taji1245,Tajik,language,Eurasia,38.8213,68.5549,1266832,10106,26271,10106,-6.639,-2.543,15.021,2322,68.5549,indo1319,Indo-European
tks,take1255,Takestani,language,Eurasia,38.1971,47.9954,83404,19346,28927,19346,-6.814,-1.999,12.301,2034,47.9954,indo1319,Indo-European
tly,taly1247,North-Central Talysh,language,Eurasia,38.4552,48.6349,30182,19469,36113,19469,-4.886,-0.708,13.592,1160,48.6349,indo1319,Indo-European
tnv,tang1330,Tangchangya,language,Eurasia,22.3185,92.5073,61523,26207,44049,26207,1.375,0.198,9.98,200,92.5073,indo1319,Indo-European
cks,tayo1238,Tayo,language,Papunesia,-22.2277,166.546,10503,347,9043,347,0.215,-0.78,6.802,33,166.546,indo1319,Indo-European
tmg,tern1248,Ternateño,language,Papunesia,0.93149,127.567,21340,28982,377252,21340,2.915,-1.251,0,77,127.567,indo1319,Indo-European
tvy,timo1258,Timor Pidgin,language,Papunesia,-8.65995,125.59,31246,3841,3841,3841,0.878,-0.576,0,919,125.59,indo1319,Indo-European
tra,tira1253,Tirahi,language,Eurasia,34.1792,69.5901,979639,44399,53716,44399,-6.59,-2.385,4.605,2859,69.5901,indo1319,Indo-European
tgh,toba1282,Tobagonian Creole English,language,North America,11.2388,299.3209,19930,11883,66498,11883,1.933,-0.06,12.612,164,-60.6791,indo1319,Indo-European
tpi,tokp1240,Tok Pisin,language,Papunesia,-9.41971,147.303,13839,10748,2594,2594,1.511,0.887,11.712,67,147.303,indo1319,Indo-European
tcs,torr1261,Torres Strait Creole,language,Australia,-11.066,142.692,23659,10207,133335,10207,1.802,1.121,8.706,36,142.692,indo1319,Indo-European
trw,torw1241,Torwali,language,Eurasia,35.3101,72.5316,1204548,12112,16170,12112,-6.333,-3.228,11.002,3013,72.5316,indo1319,Indo-European
als,tosk1239,Northern Tosk Albanian,language,Eurasia,41,20,51748,3682,3682,3682,-3.34,-1.068,14.88,181,20,indo1319,Indo-European
trm,treg1243,Tregami,language,Eurasia,34.7548,70.9617,1084585,55680,20116,20116,-4.367,-0.238,8.161,1541,70.9617,indo1319,Indo-European
trf,trin1276,Trinidadian Creole English,language,North America,10.4208,298.5829,23885,6143,25015,6143,1.317,1.014,13.816,65,-61.4171,indo1319,Indo-European
tsd,tsak1248,Tsakonian,language,Eurasia,37.1405,22.7341,23016,46230,33579,23016,-4.15,-1.224,5.298,921,22.7341,indo1319,Indo-European
tch,turk1310,Turks And Caicos Creole English,language,North America,21.8078,288.2549,6748,631,36981,631,0.226,1.209,9.278,0,-71.7451,indo1319,Indo-European
ukr,ukra1253,Ukrainian,language,Eurasia,48.175842,24.395786,476563,19720,11035,11035,-5.832,-3.814,17.281,1301,24.395786,indo1319,Indo-European
uln,unse1236,Unserdeutsch,language,Papunesia,-4.19566,152.183,8051,88621,104612,8051,2.889,-0.487,4.605,0,152.183,indo1319,Indo-European
hsb,uppe1395,Upper Sorbian,language,Eurasia,51.2403,14.4098,256736,1983,15698,1983,-5.049,-2.589,9.496,178,14.4098,indo1319,Indo-European
sxu,uppe1400,Upper Saxon,language,Eurasia,51.152,12.692,283896,2522,8301,2522,-5.005,-2.556,14.509,164,12.692,indo1319,Indo-European
pov,uppe1455,Upper Guinea Crioulo,language,Africa,13.2335066667,-15.33254,105071,24721,27000,24721,-0.385,3.8,12.236,38,-15.33254,indo1319,Indo-European
urd,urdu1245,Urdu,language,Eurasia,25,67,8244,13606,13780,8244,-1.726,3.299,16.118,52,67,indo1319,Indo-European
ush,usho1238,Ushojo,language,Eurasia,35.1584,72.643,1195138,24228,5777,5777,-5.416,-2.299,7.601,2494,72.643,indo1319,Indo-European
vaa,vaag1238,Vaagri Booli,language,Eurasia,12.215,79.5335,48386,8562,20166,8562,0.37,2.772,9.138,66,79.5335,indo1319,Indo-European
vaf,vafs1240,Vafsi,language,Eurasia,34.5309,50.0013,244481,9387,116950,9387,-6.815,0.015,9.798,2098,50.0013,indo1319,Indo-European
vgr,vagh1246,Vaghri,language,Eurasia,26.1404,68.6051,188801,58931,33100,33100,-2.623,4.967,9.21,27,68.6051,indo1319,Indo-European
vah,varh1239,Varhadi-Nagpuri,language,Eurasia,20.7139,79.7516,464934,6806,5726,5726,-0.292,3.559,15.757,235,79.7516,indo1319,Indo-European
vav,varl1238,Varli,language,Eurasia,20.5635,73.2975,41837,11259,8416,8416,1.629,2.114,13.305,173,73.2975,indo1319,Indo-European
vas,vasa1239,Vasavi,language,Eurasia,21.3624,73.8652,101360,3568,9813,3568,-0.354,3.762,13.998,139,73.8652,indo1319,Indo-European
ved,vedd1240,Veddah,language,Eurasia,6.97396,81.2618,51186,12272,37865,12272,1.538,0.762,0,475,81.2618,indo1319,Indo-European
vec,vene1258,Venetian,language,Eurasia,45.503581,12.214167,13366,4370,4370,4370,-4.031,-1.796,15.151,4,12.214167,indo1319,Indo-European
svc,vinc1243,Vincentian Creole English,language,North America,13.2436,298.8037,19423,5660,151098,5660,2.172,-1.305,11.835,435,-61.1963,indo1319,Indo-European
vic,virg1240,Virgin Islands Creole English,language,North America,18.04715,296.92149,13807,3810,235656,3810,1.164,0.73,10.865,0,-63.07851,indo1319,Indo-European
vls,vlaa1240,Vlaams,language,Eurasia,51.0754,3.11345,40656,1855,12833,1855,-4.327,-3.177,13.883,14,3.11345,indo1319,Indo-European
rmy,vlax1238,Vlax Romani,language,Eurasia,46.8191,14.8451,139766,5499,4531,4531,-5.177,-2.909,12.397,534,14.8451,indo1319,Indo-European
kxp,wadi1248,Wadiyara Koli,language,Eurasia,26.0713,72.1312,216560,27785,24484,24484,-2.246,4.562,12.909,156,72.1312,indo1319,Indo-European
wbr,wagd1238,Wagdi,language,Eurasia,23.6888,73.9022,184983,3980,22327,3980,-1.317,4.199,14.736,190,73.9022,indo1319,Indo-European
wbk,waig1243,Waigali,language,Eurasia,35.0358,70.9761,1113650,24490,17737,17737,-4.793,-0.982,9.35,2364,70.9761,indo1319,Indo-European
wbl,wakh1245,Wakhi,language,Eurasia,37.1768,73.9777,1448980,8751,8378,8378,-9.708,-5.204,9.741,4627,73.9777,indo1319,Indo-European
wln,wall1255,Walloon,language,Eurasia,50.2235,5.14509,160050,2985,11715,2985,-4.583,-3.627,13.305,259,5.14509,indo1319,Indo-European
wae,wals1238,Walser,language,Eurasia,46.6995,9.18266,256117,12674,8091,8091,-4.673,-4.66,9.21,1736,9.18266,indo1319,Indo-European
wne,wane1241,Waneci,language,Eurasia,30.0501,67.8327,493483,62985,232054,62985,-3.239,3.392,11.462,816,67.8327,indo1319,Indo-European
cym,wels1247,Welsh,language,Eurasia,52,-4,26604,4997,14652,4997,-3.372,-3.887,13.138,167,-4,indo1319,Indo-European
fry,west2354,Western Frisian,language,Eurasia,53.143,5.86091,13417,4850,12502,4850,-4.484,-3.314,13.054,0,5.86091,indo1319,Indo-European
yih,west2361,Western Yiddish,language,Eurasia,51.6889,12.2601,242392,4639,1535,1535,-4.891,-2.236,8.517,79,12.2601,indo1319,Indo-European
bgn,west2368,Western Balochi,language,Eurasia,37.83,62.17,726775,50121,4386,4386,-5.025,2.031,13.925,216,62.17,indo1319,Indo-European
pes,west2369,Western Farsi,language,Eurasia,28.6593,55.1586,187633,115185,200814,115185,-5.124,1.151,17.622,1951,55.1586,indo1319,Indo-European
pnb,west2386,Western Panjabi,language,Eurasia,30.0948,75.3474,761808,8043,67207,8043,-2.609,3.932,17.92,218,75.3474,indo1319,Indo-European
wsv,wota1240,Wotapuri-Katarqalai,language,Eurasia,34.7033,70.8565,1075465,50860,25478,25478,-4.092,0.969,0,1362,70.8565,indo1319,Indo-European
wym,wymy1235,Wymysorys,language,Eurasia,49.91617,19.15195,482390,2347,5675,2347,-5.282,-2.466,4.248,288,19.15195,indo1319,Indo-European
yai,yagn1238,Yagnobi,language,Eurasia,39.1486,69.2422,1319496,18298,61840,18298,-7.242,-3.618,9.393,3222,69.2422,indo1319,Indo-European
yah,yazg1240,Yazgulyam,language,Eurasia,38.2801,71.565,1467701,35329,5240,5240,-7.982,-3.841,9.105,4237,71.565,indo1319,Indo-European
yej,yeva1238,Yevanic,language,Eurasia,31.801,35.1084,36433,7249,44492,7249,-3.274,0.993,3.555,666,35.1084,indo1319,Indo-European
ydg,yidg1240,Yidgha,language,Eurasia,36.014,71.5077,1232407,7268,36102,7268,-6.986,-3.644,8.724,3788,71.5077,indo1319,Indo-European
zea,zeeu1238,Zeeuws,language,Eurasia,51.4981,3.85428,8363,2277,11610,2277,-4.294,-3.202,12.301,1,3.85428,indo1319,Indo-European
gbz,zoro1242,Zoroastrian Dari,language,Eurasia,31.8161,54.4469,452976,140392,258657,140392,-4.695,2.725,8.987,1248,54.4469,indo1319,Indo-European
cay,cayu1261,Cayuga,language,North America,42.41,283.4031,283873,10098,21133,10098,-5.809,-2.545,5.481,358,-76.5969,iroq1247,Iroquoian
chr,cher1273,Cherokee,language,North America,35.4664,276.837,403893,4101,10122,4101,-3.714,-3.736,9.25,1060,-83.163,iroq1247,Iroquoian
moh,moha1258,Mohawk,language,North America,43.72,285.33164,292565,3162,27160,3162,-6.253,-3.87,6.292,623,-74.66836,iroq1247,Iroquoian
ntw,nott1246,Nottoway,language,North America,36.72,282.885,49367,6419,3342,3342,-3.37,-0.91,0,19,-77.115,iroq1247,Iroquoian
one,onei1249,Oneida,language,North America,43.438742,284.291894,304725,926,20450,926,-6.094,-3.906,5.193,337,-75.708106,iroq1247,Iroquoian
ono,onon1246,Onondaga,language,North America,42.92,283.88,285723,8169,19950,8169,-5.847,-3.007,3.689,357,-76.12,iroq1247,Iroquoian
see,sene1264,Seneca,language,North America,42.56,282.47,356708,2080,29940,2080,-5.896,-2.406,4.605,528,-77.53,iroq1247,Iroquoian
tus,tusc1257,Tuscarora,language,North America,43.1303,280.5786,498288,4462,9886,4462,-5.457,-2.556,1.946,133,-79.4214,iroq1247,Iroquoian
wya,wyan1247,Wyandot,language,North America,44.33,282.5,395926,3627,12757,3627,-6.725,-3.383,0,161,-77.5,iroq1247,Iroquoian
amg,amar1271,Amurdak,language,Australia,-11.9876,132.878,15379,35719,10396,10396,0.831,2.441,0,25,132.878,iwai1246,Iwaidjan Proper
ilg,gari1253,Garig-Ilgar,language,Australia,-11.412,132.182,23031,28387,82088,23031,0.861,2.238,0,19,132.182,iwai1246,Iwaidjan Proper
ibd,iwai1244,Iwaidja,language,Australia,-11.3379,132.453,14180,22968,72686,14180,0.873,2.246,4.942,37,132.453,iwai1246,Iwaidjan Proper
mph,maun1240,Mawng,language,Australia,-11.8393,133.185,30767,26982,35831,26982,0.753,2.346,5.561,60,133.185,iwai1246,Iwaidjan Proper
ryu,cent2126,Central Okinawan,language,Eurasia,26.14854,127.7816,7645,39299,10581,7645,0.466,-1.208,13.799,0,127.7816,japo1237,Japonic
kzg,kika1239,Kikai,language,Eurasia,28.31,129.982,12675,233758,218688,12675,0.887,-2.262,0,0,129.982,japo1237,Japonic
xug,kuni1268,Kunigami,language,Eurasia,26.5911,128.068,19613,4711,6023,4711,0.454,-1.541,8.517,27,128.068,japo1237,Japonic
mvi,miya1259,Miyako,language,Eurasia,24.7564,125.363,8122,68253,153320,8122,0.925,-1.418,0,0,125.363,japo1237,Japonic
ryn,nort2935,Northern Amami-Oshima,language,Eurasia,28.2099,129.453,12883,191257,199223,12883,0.755,-2.396,9.21,19,129.453,japo1237,Japonic
jpn,nucl1643,Japanese,language,Eurasia,35,135,52621,1290,1290,1290,-3.165,-1.6,18.611,312,135,japo1237,Japonic
okn,okin1246,Oki-No-Erabu,language,Eurasia,27.3738,128.619,16547,68883,77726,16547,0.176,-1.477,8.071,0,128.619,japo1237,Japonic
ams,sout2954,Southern Amami-Oshima,language,Eurasia,28.1955,129.285,5272,180596,188923,5272,0.689,-2.376,7.496,95,129.285,japo1237,Japonic
tkn,toku1246,Toku-No-Shima,language,Eurasia,27.7736,128.961,11726,124054,132482,11726,0.346,-2.057,8.537,0,128.961,japo1237,Japonic
rys,yaey1239,Yaeyama,language,Eurasia,24.3401,123.801,15357,27547,11629,11629,1.084,-1.855,0,204,123.801,japo1237,Japonic
yoi,yona1241,Yonaguni,language,Eurasia,24.45,122.991,16317,93608,84705,16317,1.369,-1.46,6.685,0,122.991,japo1237,Japonic
yox,yoro1243,Yoron,language,Eurasia,27.0407,128.428,15409,27411,36446,15409,0.374,-1.283,6.856,0,128.428,japo1237,Japonic
anq,jara1245,Jarawa (India),language,Eurasia,11.6089,92.658,6680,15231,518032,6680,2.943,-0.119,5.521,44,92.658,jara1244,Jarawa-Onge
oon,onge1236,Önge,language,Eurasia,10.6926,92.4707,19475,107650,618873,19475,3.072,-0.297,4.543,76,92.4707,jara1244,Jarawa-Onge
gdh,gadj1243,Gadjerawang,language,Australia,-15.4786,129.156,43455,24843,28043,24843,-0.225,3.646,1.099,34,129.156,jarr1235,Jarrakan
gia,kitj1240,Kitja,language,Australia,-17.5758,127.392,202187,100778,90859,90859,-1.235,3.09,5.347,504,127.392,jarr1235,Jarrakan
mep,miri1266,Miriwung,language,Australia,-16.3596,128.889,126789,4293,31680,4293,-0.691,3.811,5.347,102,128.889,jarr1235,Jarrakan
jic,toll1241,Tol,language,North America,14.6686,272.9628,135242,57460,44341,44341,-0.52,0.866,5.858,1024,-87.0372,jica1245,Jicaquean
wpc,maco1239,Maco,language,South America,4.5621,293.4187,603906,32053,30110,30110,3.161,0.292,7.824,302,-66.5813,jodi1234,Jodi-Saliban
pid,piar1243,Piaroa,language,South America,4.41805,292.2426,610296,27808,4565,4565,3.573,0.238,9.582,101,-67.7574,jodi1234,Jodi-Saliban
slc,sali1298,Sáliba,language,South America,5.30115,290.6157,433055,59657,76169,59657,2.727,0.849,7.17,116,-69.3843,jodi1234,Jodi-Saliban
yau,yuwa1244,Hoti,language,South America,5.63879,294.5733,471173,102624,88731,88731,2.505,-0.666,6.461,1248,-65.4267,jodi1234,Jodi-Saliban
kcp,kang1288,Kanga,language,Africa,11.0174,29.3463,1186999,12235,187404,12235,-0.442,3.909,8.987,472,29.3463,kadu1256,Kadugli-Krongo
xtc,katc1249,Katcha-Kadugli-Miri,language,Africa,10.8423,29.4914,1182349,10487,177974,10487,-0.367,3.926,11.225,461,29.4914,kadu1256,Kadugli-Krongo
kec,keig1242,Keiga,language,Africa,11.2064,29.3889,1173177,26551,205483,26551,-0.522,3.842,8.711,529,29.3889,kadu1256,Kadugli-Krongo
kgo,kron1241,Krongo,language,Africa,10.514,30.003,1149820,24817,119750,24817,0.011,3.543,9.985,444,30.003,kadu1256,Kadugli-Krongo
tey,tuli1249,Tulishi,language,Africa,11.4507,29.108,1188654,64955,208156,64955,-0.742,3.721,7.824,577,29.108,kadu1256,Kadugli-Krongo
tbr,tumt1243,Tumtum,language,Africa,10.6378,30.4128,1103767,56158,125759,56158,-0.071,3.275,8.896,499,30.4128,kadu1256,Kadugli-Krongo
cbv,cacu1241,Kakua,language,South America,0.88778,290.4341,882382,77517,14724,14724,4.197,-2.372,5.991,164,-69.5659,kaku1242,Kakua-Nukak
mbr,nuka1242,Nukak Makú,language,South America,2.65939,288.5371,627927,14907,18043,14907,2.638,0.477,6.551,202,-71.4629,kaku1242,Kakua-Nukak
kyl,kala1400,Central Kalapuya,language,North America,44.9861,236.075,13687,4250,7469,4250,-1.924,-3.594,0,139,-123.925,kala1402,Kalapuyan
vkm,kama1372,Kamakan,language,South America,-13.0678,319.6566,145994,32217,36649,32217,-0.783,0.115,0,823,-40.3434,kama1371,Kamakanan
awi,aeky1238,Aekyom,language,Papunesia,-5.88478,141.532,282366,23605,23605,23605,6.297,-4.049,8.987,74,141.532,kamu1264,Kamula-Elevala
xla,kamu1260,Kamula,language,Papunesia,-7.28798,142.639,122002,38902,70243,38902,3.96,-1.869,6.685,112,142.639,kamu1264,Kamula-Elevala
ppt,pare1271,Pare,language,Papunesia,-6.46878,141.658,224062,28907,51549,28907,4.857,-2.528,7.601,64,141.658,kamu1264,Kamula-Elevala
jge,jude1258,Judeo-Georgian,language,Eurasia,31.5,34.75,24243,13549,32050,13549,-3.053,1.613,10.999,189,34.75,kart1248,Kartvelian
lzz,lazz1240,Laz,language,Eurasia,41.5004,41.9096,28542,10188,15190,10188,-4.237,-2.923,9.903,1085,41.9096,kart1248,Kartvelian
xmf,ming1252,Mingrelian,language,Eurasia,42.5129,41.8719,27259,14288,18370,14288,-2.281,-2.255,13.122,126,41.8719,kart1248,Kartvelian
kat,nucl1302,Georgian,language,Eurasia,41.850397,43.78613,182975,19530,19530,19530,-6.203,-3.407,15.176,1596,43.78613,kart1248,Kartvelian
sva,svan1243,Svan,language,Eurasia,42.9134,42.5915,88056,34221,12047,12047,-6.613,-4.757,9.616,2308,42.5915,kart1248,Kartvelian
kcr,katl1237,Katla,language,Africa,11.80325,29.28254,1154975,86743,251356,86743,-0.89,3.541,9.561,664,29.28254,katl1246,Katla-Tima
tms,tima1241,Tima,language,Africa,11.7176,29.1632,1170763,84679,236622,84679,-0.785,3.736,5.298,595,29.1632,katl1246,Katla-Tima
knm,kana1291,Katukína-Kanamarí,language,South America,-6.45399,291.2322,1051434,116980,59108,59108,2.127,0.074,7.193,143,-68.7678,katu1274,Katukinan
xat,kata1270,Katawixi,language,South America,-7.25015,295.1681,1312741,64722,4989,4989,1.966,0.628,2.303,72,-64.8319,katu1274,Katukinan
alc,qawa1238,Qawasqar,language,South America,-49.703,284.6244,14450,36005,96021,14450,2.243,-10.507,2.485,123,-75.3756,kawe1237,Kawesqar
aqm,atoh1238,Atohwaim,language,Papunesia,-6.27123,138.666,31296,132919,24995,24995,4.483,-2.517,6.908,13,138.666,kaya1327,Kayagaric
kyt,kaya1328,Kayagar,language,Papunesia,-6.37677,138.932,36729,141707,22354,22354,4.283,-2.287,9.21,19,138.932,kaya1327,Kayagaric
tcg,tama1336,Tamagario,language,Papunesia,-6.64493,138.892,17250,114817,4907,4907,3.868,-1.821,8.161,11,138.892,kaya1327,Kayagaric
kee,east1472,Eastern Keres,language,North America,35.5216,253.547,783925,13902,17133,13902,-5.607,0.342,8.807,1785,-106.453,kere1287,Keresan
kjq,west2632,Western Keres,language,North America,34.9733,252.483,670275,45447,73539,45447,-5.753,0.623,8.292,1890,-107.517,kere1287,Keresan
hnh,anii1246,//Ani,language,Africa,-19.0966,22.9088,954118,9014,84525,9014,-2.59,2.527,6.908,966,22.9088,khoe1240,Khoe-Kwadi
gnk,gana1274,//Gana,language,Africa,-21.8555,22.2003,799213,55737,234871,55737,-2.95,2.272,7.601,1072,22.2003,khoe1240,Khoe-Kwadi
gwj,gwii1239,/Gwi,language,Africa,-22.2708,21.9431,768884,68184,287962,68184,-3.02,2.207,7.824,1085,21.9431,khoe1240,Khoe-Kwadi
hgm,haio1238,Hai//om,language,Africa,-19.7637,17.0299,375719,52706,156268,52706,-2.769,2.001,9.82,1417,17.0299,khoe1240,Khoe-Kwadi
